FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Raj,Brown,STU01653,Female,19,Mathematics,79.09,42.82,77,48.69,78.83,2.47,C,33.0,61.83,Medium,52,75.97
John,Singh,STU01654,Male,19,Business,62.58,90.96,74.36,57.24,82.77,3.05,B,25.0,76.33,High,89,46.26
Rahul,Kumar,STU01655,Male,19,AI & ML,78.27,58.38,60.48,40.6,48.44,2.08,D,12.8,51.98,Medium,56,61.9
Arjun,Williams,STU01656,Female,19,Commerce,74.01,74.66,64.9,53.34,95.62,2.89,B,27.9,72.13,High,85,61.33
Kabir,Sharma,STU01657,Male,24,CS,59.85,43.04,43.41,56.7,69.24,2.12,D,14.5,53.1,Medium,74,84.71
Omar,Yadav,STU01658,Female,23,AI & ML,63.55,80.23,79.56,96.06,75.06,3.31,A,5.5,82.73,High,96,94.1
Anjali,Smith,STU01659,Female,19,Business,68.53,73.45,43.05,74.12,53.31,2.44,C,12.2,60.98,High,92,55.59
Arjun,Davis,STU01660,Female,24,Physics,58.04,77.53,79.84,86.33,87.57,3.31,A,20.1,82.82,Medium,52,53.44
Imran,Yadav,STU01661,Female,23,Business,62.33,44.54,94.4,65.92,72.5,2.77,C,18.6,69.34,Medium,74,51.27
Rohit,Jones,STU01662,Male,24,AI & ML,72.2,74.21,87.36,91.86,41.82,2.95,B,18.7,73.81,Low,49,63.33
Anjali,Davis,STU01663,Male,18,Commerce,58.23,79.31,69.42,69.64,38.73,2.57,C,28.9,64.28,Medium,61,46.21
Sneha,Davis,STU01664,Male,18,Business,95.4,71.89,78.13,47.71,35.57,2.33,D,16.3,58.32,High,81,86.15
Divya,Williams,STU01665,Male,24,Physics,78.72,80.6,95.99,57.67,90.24,3.24,A,29.0,81.12,Medium,64,97.84
Ali,Yadav,STU01666,Female,23,Engineering,66.6,54.23,91.36,43.46,78.64,2.68,C,18.5,66.92,Medium,53,87.02
Anjali,Yadav,STU01667,Female,24,CS,52.31,70.4,62.56,52.62,67.89,2.53,C,19.2,63.37,Medium,70,56.68
Emma,Patel,STU01668,Male,23,Engineering,74.8,37.7,84.8,75.95,99.25,2.98,B,15.9,74.42,Low,40,64.89
Karan,Jones,STU01669,Female,23,AI & ML,56.92,79.94,88.16,67.35,77.7,3.13,B,22.4,78.29,Medium,61,82.05
Omar,Jones,STU01670,Male,22,AI & ML,69.57,65.27,81.39,46.31,54.09,2.47,C,19.1,61.77,High,80,93.29
Imran,Kumar,STU01671,Male,20,Commerce,57.11,51.73,97.6,58.73,51.06,2.59,C,16.3,64.78,Low,47,46.91
Arjun,Sharma,STU01672,Male,19,Physics,71.07,41.21,57.88,99.49,84.52,2.83,B,20.6,70.77,Medium,77,68.22
Ali,Jones,STU01673,Female,19,Commerce,71.21,91.66,74.74,53.73,79,2.99,B,16.9,74.78,High,90,59.95
Divya,Johnson,STU01674,Male,18,CS,98.91,87.61,52.42,91.05,94.9,3.26,A,8.6,81.5,High,94,61.66
Sara,Brown,STU01675,Male,22,AI & ML,70.82,49.62,41.75,62,93.95,2.47,C,11.6,61.83,Low,41,74.5
Raj,Verma,STU01676,Female,20,Commerce,87.1,48.24,50.28,93.49,95.47,2.87,B,31.5,71.87,Low,44,75.08
Imran,Sharma,STU01677,Male,18,AI & ML,91.79,70.31,44.36,47.35,73.27,2.35,D,32.0,58.82,High,94,44.57
Kabir,Sharma,STU01678,Female,24,Engineering,54.73,47.62,94.79,40.58,96.55,2.8,C,17.8,69.89,High,85,97.5
Rakesh,Verma,STU01679,Female,24,CS,56.2,80.26,87.1,91.74,87.5,3.47,A,21.1,86.65,Medium,67,65.19
Karan,Yadav,STU01680,Male,18,CS,64.66,92.92,85.6,82.88,46.3,3.08,B,12.5,76.92,High,82,62.7
Arjun,Singh,STU01681,Female,23,Mathematics,91.73,98.12,78.56,41.83,50.09,2.69,C,13.5,67.15,High,87,89.8
Meera,Williams,STU01682,Male,22,Business,54.46,67.16,87.31,81.12,41.68,2.77,C,24.8,69.32,High,83,52.42
Pooja,Jones,STU01683,Male,19,CS,68.81,69.86,43.49,43.97,59.93,2.17,D,23.4,54.31,Medium,66,87.9
Deepa,Brown,STU01684,Female,24,AI & ML,76.61,85.23,81.78,57.46,42.59,2.67,C,34.6,66.77,Medium,63,70.79
Ravi,Singh,STU01685,Female,24,Engineering,64.66,46.58,68.7,75.6,81.91,2.73,C,15.0,68.2,High,84,45.54
Ravi,Brown,STU01686,Female,19,AI & ML,78.84,67.01,89.05,69.48,66.17,2.92,B,6.1,72.93,High,87,75.93
Ahmed,Yadav,STU01687,Male,18,Physics,50.01,36.97,50.67,59.86,72.88,2.2,D,34.8,55.09,Medium,51,55.13
Rakesh,Davis,STU01688,Female,24,Physics,50.3,73.36,82.17,55.5,93.03,3.04,B,31.6,76.02,Medium,74,58.8
Karan,Jones,STU01689,Female,24,Engineering,82.71,97.36,86.58,63.79,65.23,3.13,B,11.3,78.24,Medium,71,79.33
Arjun,Sharma,STU01690,Male,23,AI & ML,71.18,76.24,96.4,46.06,99.24,3.18,B,33.0,79.48,Medium,76,50.32
Rahul,Williams,STU01691,Female,22,Engineering,59.21,51.42,98.82,70.77,44.08,2.65,C,32.8,66.27,Medium,68,86.92
Arjun,Johnson,STU01692,Female,21,Engineering,95.43,83.19,80.03,81.84,77.03,3.22,A,33.8,80.52,Medium,77,97.23
Aman,Sharma,STU01693,Female,21,CS,63.83,83.06,88.5,95.78,59.58,3.27,A,21.5,81.73,Medium,55,58.43
Deepa,Patel,STU01694,Female,21,Physics,65.17,48.53,58.62,85.06,83.02,2.75,C,14.0,68.81,Medium,76,82.52
Deepa,Williams,STU01695,Male,23,Physics,60.46,59.28,42.15,76.56,59.75,2.38,D,29.3,59.44,High,89,98.01
Anjali,Smith,STU01696,Female,22,Mathematics,66.49,45.78,88.87,47.52,46.77,2.29,D,28.8,57.24,Medium,51,74.35
Aman,Patel,STU01697,Male,21,Commerce,94.13,83.21,52.08,57.59,94.4,2.87,B,12.3,71.82,Medium,61,70.83
Isha,Kumar,STU01698,Male,24,Mathematics,98.52,37.84,66.11,55.55,98.02,2.58,C,14.4,64.38,Low,35,92.32
Raj,Jones,STU01699,Male,18,Business,64.02,43.11,90.1,85.9,80.63,3,B,16.4,74.94,Low,26,50.03
Sneha,Sharma,STU01700,Male,21,Physics,57.08,89.57,81.67,84.21,89.33,3.45,A,28.5,86.19,Medium,59,62.14
Simran,Verma,STU01701,Female,20,Business,96.12,60.99,91.06,57.69,80.47,2.9,B,17.0,72.55,Medium,70,52.16
Liam,Sharma,STU01702,Female,21,CS,95.11,77.58,75.88,96.41,76.63,3.27,A,9.3,81.62,Medium,50,85.37
Ali,Yadav,STU01703,Female,21,AI & ML,57.37,91.45,71.57,69.66,74.23,3.07,B,10.3,76.73,Medium,74,47.37
Rakesh,Sharma,STU01704,Male,21,Mathematics,64.37,98.54,96.86,68.58,43.53,3.08,B,23.4,76.88,Low,42,95.71
Divya,Davis,STU01705,Male,19,Mathematics,76.94,36.79,94.49,91.17,78.13,3.01,B,31.1,75.14,Low,42,53.9
Aman,Davis,STU01706,Male,21,Physics,94.31,76.82,95.23,54.21,90.48,3.17,B,5.3,79.19,Medium,54,62.58
Imran,Johnson,STU01707,Male,24,Commerce,56.52,79.42,99.55,45.38,82.72,3.07,B,14.5,76.77,Medium,55,77.09
Rahul,Sharma,STU01708,Male,23,Mathematics,93.86,83.44,48.31,59.53,89.53,2.81,B,14.8,70.2,High,92,41.86
Ravi,Kumar,STU01709,Female,21,Engineering,89.05,56.68,45.01,40.94,40.24,1.83,F,19.4,45.72,High,96,92.71
Kabir,Davis,STU01710,Female,24,Mathematics,96.08,90.37,78.68,64,48.25,2.81,B,20.6,70.33,High,84,55.73
Ahmed,Johnson,STU01711,Male,21,Mathematics,64.33,62.68,43.25,60.55,56.01,2.22,D,27.1,55.62,High,100,71.28
Simran,Verma,STU01712,Male,18,AI & ML,72.98,42.37,70.95,60.09,39.29,2.13,D,32.4,53.17,Medium,53,56.44
Karan,Patel,STU01713,Male,19,Engineering,99.28,99.88,73.78,74.61,43.7,2.92,B,33.6,72.99,High,95,58.99
Deepa,Davis,STU01714,Female,21,Mathematics,83.07,66.08,69.59,51.22,76.03,2.63,C,28.5,65.73,Low,45,77.73
Sneha,Davis,STU01715,Male,20,Commerce,75.67,92.41,93.61,80.68,86.93,3.54,A,10.6,88.41,Low,35,48.07
Raj,Verma,STU01716,Male,22,Business,84.9,47,95.73,51.25,65.24,2.59,C,15.0,64.81,High,84,82.74
John,Verma,STU01717,Male,24,Engineering,55.28,95.11,55.87,83.98,71.36,3.06,B,7.7,76.58,Medium,73,82.28
Karan,Patel,STU01718,Male,23,Business,78.65,98.42,93.9,60.56,95.67,3.49,A,23.8,87.14,Low,24,47.07
Sneha,Yadav,STU01719,Male,19,CS,93.66,93.73,97.3,73.39,86.11,3.51,A,12.8,87.63,Low,26,42.24
Ahmed,Smith,STU01720,Male,21,Commerce,93.92,38.96,58.03,40.74,37.73,1.75,F,22.1,43.87,Medium,55,93.79
Anjali,Smith,STU01721,Male,20,Commerce,61.3,41.91,98.27,46.32,90.07,2.77,C,5.4,69.14,Medium,78,84.84
Ahmed,Davis,STU01722,Male,22,AI & ML,51.41,69.25,40.39,56.14,94.4,2.6,C,21.9,65.05,High,93,75.07
Sara,Sharma,STU01723,Female,24,Engineering,71.72,82.97,93.42,44.21,48.83,2.69,C,28.9,67.36,Low,33,88.24
Isha,Johnson,STU01724,Female,23,Mathematics,71.31,93.54,97.72,72.57,47.08,3.11,B,33.4,77.73,Medium,71,95.83
Rohit,Jones,STU01725,Male,24,Engineering,67.71,96.43,52.93,97.71,69.73,3.17,B,21.8,79.2,Low,24,70.21
Emma,Johnson,STU01726,Male,22,CS,89.21,72.86,75.51,89.62,83.58,3.22,A,30.6,80.39,Medium,79,64.38
Isha,Kumar,STU01727,Female,21,Commerce,78.89,59.57,70.31,80.01,63.84,2.74,C,11.7,68.43,Medium,52,42.06
Liam,Smith,STU01728,Female,21,Business,82.13,72.08,95.59,74.45,69.65,3.12,B,9.9,77.94,Medium,56,94.71
Emma,Singh,STU01729,Female,20,AI & ML,83.01,92.1,75.24,88.57,51.48,3.07,B,32.0,76.85,Medium,56,63.08
Priya,Brown,STU01730,Male,19,CS,62.4,92.44,67.17,96.58,89.41,3.46,A,6.0,86.4,High,81,52.11
Deepa,Jones,STU01731,Female,18,AI & ML,58.43,98.5,97.07,94.19,69.04,3.59,A,6.8,89.7,Medium,56,42.87
John,Brown,STU01732,Male,24,Business,68.11,47.04,84.27,42.7,51.78,2.26,D,32.0,56.45,Low,36,92.8
Aman,Johnson,STU01733,Male,23,Commerce,66.96,66.09,77.05,80.19,35.6,2.59,C,29.8,64.73,Medium,55,71.19
Anjali,Singh,STU01734,Female,18,Business,86.3,73.12,96.47,43.5,73.73,2.87,B,13.4,71.7,Medium,72,91.62
Omar,Yadav,STU01735,Female,19,Commerce,61.98,70.36,99.91,70.01,70,3.1,B,15.4,77.57,Medium,64,87.17
Arjun,Singh,STU01736,Male,20,Mathematics,52.13,71.78,91.61,78.47,70.35,3.12,B,27.4,78.05,Medium,73,49.61
Ravi,Yadav,STU01737,Female,22,Business,76.75,74.4,63.24,43.35,85.09,2.66,C,15.3,66.52,Medium,51,73.21
Deepa,Sharma,STU01738,Male,20,CS,84.78,69.13,52.22,63.09,61.05,2.45,C,31.4,61.37,Low,33,78.46
Maria,Brown,STU01739,Male,18,Engineering,55.79,80.84,90.24,67.17,61.29,3,B,10.7,74.89,Low,41,46.67
Isha,Kumar,STU01740,Female,19,Engineering,64.5,51.6,93.83,54.25,65.44,2.65,C,14.2,66.28,High,89,53.62
Pooja,Johnson,STU01741,Male,24,Engineering,82.08,78.93,72.85,83.75,67.53,3.03,B,16.2,75.77,Low,46,59.63
Aman,Brown,STU01742,Male,18,Engineering,54.69,96.32,69.47,83.99,73.09,3.23,A,15.7,80.72,Medium,62,86.26
Ravi,Brown,STU01743,Female,24,AI & ML,75.8,38.59,82.61,86.62,60.73,2.69,C,30.5,67.14,High,94,88.92
Sara,Yadav,STU01744,Male,20,Mathematics,50.67,98,64.2,82.94,87.41,3.33,A,7.4,83.14,Medium,53,41.24
Ali,Verma,STU01745,Male,24,Business,97.01,51.54,95.06,73.93,47.36,2.68,C,11.8,66.97,Low,35,92.0
Arjun,Johnson,STU01746,Female,24,Commerce,90.87,53.92,89.16,79.45,83.39,3.06,B,15.3,76.48,Low,41,61.67
Maria,Patel,STU01747,Female,18,Business,50.34,63.06,48.72,51.21,92.56,2.56,C,10.9,63.89,High,82,56.36
Maria,Verma,STU01748,Female,23,CS,50.48,87.79,66.93,64.87,57.27,2.77,C,16.7,69.22,Low,21,66.05
Rohit,Brown,STU01749,Male,22,Commerce,51.14,98.93,43.97,73.3,55.57,2.72,C,34.8,67.94,High,80,70.08
Rohit,Williams,STU01750,Female,20,AI & ML,69.57,76.86,81.38,58.85,94.26,3.11,B,19.6,77.84,Medium,61,73.16
Anjali,Sharma,STU01751,Male,22,Mathematics,92.93,48.99,72.2,78.5,47.55,2.47,C,27.5,61.81,Low,35,79.08
John,Smith,STU01752,Male,22,Business,92.61,98.11,96.04,45.23,51.87,2.91,B,23.9,72.81,Low,21,54.11
Isha,Johnson,STU01753,Male,20,CS,73.67,93.74,66.82,89.03,99.63,3.49,A,33.9,87.31,Low,35,79.17
Rakesh,Kumar,STU01754,Female,20,Commerce,89.1,75.5,45.53,56.55,54.97,2.33,D,10.3,58.14,High,98,70.02
Raj,Brown,STU01755,Female,22,Business,71.91,39.51,62.51,86.04,81.12,2.69,C,26.0,67.3,Medium,65,80.06
Emma,Verma,STU01756,Female,20,Business,79.04,49.98,44.73,84.55,60.13,2.39,D,31.3,59.85,Medium,68,78.57
Rakesh,Johnson,STU01757,Female,22,Mathematics,84.58,82.56,87.33,63.73,71.78,3.05,B,24.7,76.35,Low,43,96.61
Isha,Yadav,STU01758,Male,20,Physics,91.11,52.58,43,81.84,59.37,2.37,D,16.3,59.2,Medium,74,53.02
Ahmed,Davis,STU01759,Female,20,CS,82.01,62.17,85.01,45.75,48.14,2.41,C,28.9,60.27,Medium,51,94.71
Neha,Yadav,STU01760,Female,24,AI & ML,70.71,98.24,53.87,61.48,39.23,2.53,C,24.2,63.2,Low,46,95.52
Ali,Yadav,STU01761,Male,19,Mathematics,65.44,70.28,78.92,42.22,96.86,2.88,B,22.4,72.07,Low,33,41.27
Rahul,Smith,STU01762,Male,19,AI & ML,55.46,46.12,47.81,86.91,64.12,2.45,C,24.6,61.24,High,100,47.24
Liam,Verma,STU01763,Male,20,Engineering,57.42,99.94,44.27,50.87,54.82,2.5,C,17.1,62.48,Low,37,72.56
Ali,Jones,STU01764,Female,18,AI & ML,73.91,83.27,40.17,66.53,48.81,2.39,D,16.0,59.7,High,87,68.35
John,Brown,STU01765,Male,20,Mathematics,91.42,87.82,65.19,71.51,79.97,3.04,B,19.2,76.12,Medium,73,78.7
Ravi,Patel,STU01766,Female,19,Engineering,50.12,84.15,56.05,61.29,36.69,2.38,D,32.8,59.54,Medium,52,61.37
Emma,Brown,STU01767,Male,21,AI & ML,89.12,89.56,81.48,67.86,65.39,3.04,B,24.5,76.07,Medium,51,74.63
Sara,Davis,STU01768,Male,20,Physics,92.97,80.07,93.07,58.78,35.32,2.67,C,34.9,66.81,Low,25,54.52
Kabir,Jones,STU01769,Female,19,CS,86.76,83.25,66.12,70.74,41.61,2.62,C,20.0,65.43,High,98,92.93
Aman,Yadav,STU01770,Male,18,Commerce,59.48,85.48,41.87,81.79,37.92,2.47,C,11.1,61.77,Medium,70,51.26
Ahmed,Brown,STU01771,Female,18,CS,69.04,37.59,56.45,50.78,76.92,2.22,D,15.4,55.44,Medium,69,83.18
Meera,Smith,STU01772,Female,20,CS,53.08,88.46,62.67,47.45,64.72,2.63,C,15.6,65.82,High,85,85.28
Deepa,Patel,STU01773,Female,23,CS,71.3,57.91,95.96,54.62,35.96,2.44,C,9.2,61.11,High,91,69.56
Neha,Davis,STU01774,Female,19,Physics,73.28,99.19,95.77,70.67,69.52,3.35,A,21.1,83.79,Medium,69,62.63
Anjali,Kumar,STU01775,Female,18,CS,72.87,83.8,88.93,43.64,50.86,2.67,C,7.0,66.81,Low,35,83.2
Arjun,Williams,STU01776,Male,22,Physics,57.45,70.8,97.18,95.61,90.79,3.54,A,9.4,88.6,Medium,65,92.51
Aman,Jones,STU01777,Female,18,AI & ML,90.98,38.13,69.7,46.33,57.66,2.12,D,18.2,52.96,Medium,62,85.9
Sneha,Singh,STU01778,Female,19,Physics,62.61,51.83,60.2,40.1,55.71,2.08,D,29.6,51.96,Low,35,51.69
Ravi,Jones,STU01779,Female,22,Business,83.44,41.51,89.47,64.57,61.58,2.57,C,25.1,64.28,High,81,59.2
Omar,Yadav,STU01780,Male,20,Business,93.15,70.52,67.99,86.33,94.92,3.2,B,29.8,79.94,High,83,47.52
Simran,Patel,STU01781,Female,20,Mathematics,78.21,84.71,81.68,50.05,89.66,3.06,B,21.2,76.53,Medium,60,70.09
Raj,Singh,STU01782,Female,23,Engineering,93.6,93.94,87.66,90.04,67.97,3.4,A,19.4,84.9,High,98,40.03
Sara,Williams,STU01783,Female,20,Commerce,96.83,57.53,43.56,62.22,38.21,2.02,D,20.6,50.38,Low,20,91.68
Meera,Smith,STU01784,Male,21,Business,91.84,42.04,93.94,86.63,38.19,2.61,C,16.7,65.2,High,82,42.73
Sneha,Patel,STU01785,Female,23,Business,94.45,96.75,65.57,85.53,88.13,3.36,A,23.8,84.0,Medium,62,88.94
Omar,Verma,STU01786,Female,24,CS,64.4,52.65,53.83,45.84,56.13,2.08,D,21.7,52.11,Medium,73,69.14
Rakesh,Brown,STU01787,Female,21,Engineering,58,73.04,42.36,72.91,49.87,2.38,D,16.4,59.55,Medium,71,53.45
Divya,Singh,STU01788,Female,19,Commerce,78.74,37.57,95.93,60.01,69.78,2.63,C,33.4,65.82,Low,46,63.7
Emma,Yadav,STU01789,Female,23,CS,70.39,50.29,44.25,87.63,77.3,2.59,C,27.9,64.87,Medium,63,57.34
Ravi,Johnson,STU01790,Female,22,Physics,75.09,58.69,64.7,80.82,99.88,3.04,B,14.6,76.02,Medium,66,43.37
Meera,Sharma,STU01791,Female,21,Physics,92.48,65.46,80.62,82.75,62.85,2.92,B,23.4,72.92,Medium,76,50.5
Maria,Brown,STU01792,Male,21,Business,56.93,78.07,79.62,67.09,39.67,2.64,C,19.3,66.11,Medium,79,47.83
Simran,Sharma,STU01793,Female,21,AI & ML,65.64,43.82,95.67,42.23,98.46,2.8,B,21.4,70.05,High,84,79.02
Arjun,Johnson,STU01794,Male,18,Commerce,55.66,59.31,77.89,54.52,96.06,2.88,B,21.0,71.94,High,99,47.6
Ali,Davis,STU01795,Male,21,Engineering,98.85,58.34,59.23,87.95,55.94,2.61,C,20.3,65.36,Medium,62,48.36
Meera,Sharma,STU01796,Male,23,Mathematics,87.64,55.07,41.92,79.96,59.77,2.37,D,7.7,59.18,Medium,56,69.26
Imran,Singh,STU01797,Male,24,Commerce,93.81,92.78,93.01,50.48,72.77,3.09,B,15.7,77.26,Low,23,78.11
Kabir,Smith,STU01798,Female,24,AI & ML,55.73,98.63,86.86,85.21,63.76,3.34,A,5.1,83.61,High,97,52.45
Anjali,Singh,STU01799,Male,21,Business,89.22,65.56,71.21,68.64,75.18,2.81,B,6.9,70.15,High,88,60.46
Deepa,Davis,STU01800,Female,22,Engineering,92.01,63.02,59.65,92.56,81.27,2.96,B,34.5,74.12,High,90,86.31
Rohit,Brown,STU01801,Female,23,AI & ML,55.74,40.69,78.47,89.79,93.33,3.02,B,24.5,75.57,Medium,62,51.78
Priya,Johnson,STU01802,Female,24,Business,54.96,65.05,47.36,76.14,45.25,2.34,D,11.8,58.45,Medium,50,59.58
Arjun,Verma,STU01803,Male,23,Engineering,92.75,56.42,93.5,46.11,62.62,2.59,C,13.0,64.66,Medium,59,56.53
Isha,Jones,STU01804,Female,18,Business,83.39,47.64,73.3,59.18,57.08,2.37,D,5.4,59.3,Medium,58,76.15
Rohit,Smith,STU01805,Male,22,CS,60.48,38.13,52.51,91.89,90.95,2.73,C,28.0,68.37,Medium,79,63.18
Rohit,Singh,STU01806,Female,22,AI & ML,73.87,62.77,44.38,40.29,67.04,2.14,D,19.7,53.62,High,91,62.77
Priya,Williams,STU01807,Female,19,AI & ML,68.54,38.65,95.37,90.58,93.98,3.19,B,7.0,79.65,Medium,56,95.6
Ravi,Davis,STU01808,Male,20,Physics,79.09,55.19,95.37,95.84,90.12,3.37,A,10.4,84.13,Medium,51,59.76
Rahul,Davis,STU01809,Female,19,AI & ML,97.36,45.39,91.55,66.73,58.91,2.63,C,9.1,65.65,Medium,62,73.51
Omar,Brown,STU01810,Female,23,Business,85.93,65.02,71.96,42.56,48.49,2.28,D,33.3,57.01,Medium,58,50.3
Sara,Verma,STU01811,Male,20,Physics,56.52,89.61,57.63,63.32,51.28,2.62,C,10.2,65.46,High,84,75.72
Imran,Singh,STU01812,Female,23,CS,61.67,60.27,41.51,44.18,53.05,1.99,F,31.1,49.75,High,85,94.48
Ravi,Jones,STU01813,Male,20,Physics,97.29,46.38,96.27,52.74,92.33,2.88,B,9.4,71.93,Medium,66,43.17
Rohit,Johnson,STU01814,Female,20,Engineering,64.36,35.59,77.98,73.05,64.32,2.51,C,19.2,62.73,Medium,77,57.37
Ahmed,Sharma,STU01815,Female,19,Business,81.43,93.83,99.09,95.01,35.14,3.23,A,25.7,80.77,High,88,52.13
Ahmed,Kumar,STU01816,Female,24,Business,98.94,35.97,56.8,61.47,47.56,2.02,D,17.6,50.45,Medium,68,42.91
Rohit,Smith,STU01817,Male,22,Engineering,76.5,38.67,61.12,98.89,35.85,2.35,D,14.8,58.63,High,83,45.54
John,Davis,STU01818,Female,23,AI & ML,67.13,48.32,86.64,55.11,36.74,2.27,D,18.1,56.7,Medium,52,89.31
Simran,Patel,STU01819,Female,18,Engineering,81.5,74.63,41.45,55.94,85.57,2.58,C,17.8,64.4,Medium,74,75.19
Kabir,Patel,STU01820,Female,20,Business,62.15,50.49,72.17,79.62,51.66,2.54,C,21.5,63.48,Low,48,85.7
Anjali,Verma,STU01821,Female,24,Business,57.63,96.73,47.75,86.68,65.94,2.97,B,21.0,74.28,Medium,77,80.51
Sneha,Sharma,STU01822,Male,18,AI & ML,64.84,85.57,63.45,99.27,44.81,2.93,B,6.5,73.27,Medium,74,86.89
Kabir,Smith,STU01823,Male,22,Business,95.21,74.56,60.55,58.15,36.09,2.29,D,11.5,57.34,Low,38,98.72
Neha,Davis,STU01824,Male,22,Engineering,93.75,95.75,72.91,89.55,35.77,2.94,B,14.6,73.49,High,83,52.4
Omar,Brown,STU01825,Male,24,Mathematics,98.43,44.47,94.55,96.84,98.09,3.34,A,14.2,83.49,Medium,69,76.13
Simran,Brown,STU01826,Male,23,Engineering,89.94,80.84,64.86,88.18,72.37,3.06,B,26.7,76.56,High,93,64.34
Raj,Brown,STU01827,Male,22,Engineering,81.52,66.13,61.17,98.44,47.27,2.73,C,14.3,68.25,Medium,53,43.68
Rakesh,Brown,STU01828,Female,23,Commerce,92.89,45.54,85.76,53.07,94.06,2.78,C,13.0,69.61,Medium,54,88.67
Meera,Davis,STU01829,Female,20,Engineering,97.27,61.07,58.56,87.01,79.4,2.86,B,23.8,71.51,High,87,72.18
John,Yadav,STU01830,Female,18,Engineering,99.24,86.3,61.11,95.41,40.7,2.84,B,11.8,70.88,Medium,77,69.4
Rahul,Davis,STU01831,Male,18,Mathematics,54.59,58.98,80.48,41.01,80.62,2.61,C,20.7,65.27,Low,29,42.58
Rohit,Johnson,STU01832,Female,18,Mathematics,63.17,94.09,66.5,91.58,41.45,2.94,B,8.6,73.41,Medium,65,76.0
Aman,Kumar,STU01833,Male,24,Physics,75.66,68.54,77.64,86.35,58.2,2.91,B,28.6,72.68,High,82,85.46
Rohit,Singh,STU01834,Female,20,CS,69.12,72.17,43.68,99.04,65.19,2.8,B,29.7,70.02,Medium,63,43.81
Pooja,Smith,STU01835,Female,19,Mathematics,50.61,61.3,67.94,62.12,98.43,2.9,B,23.3,72.45,Medium,50,79.9
Omar,Jones,STU01836,Male,24,AI & ML,68.54,45.76,90.32,83.85,87.51,3.07,B,9.2,76.86,High,97,55.89
Rahul,Verma,STU01837,Male,19,Business,90.38,52.79,58.58,64.45,86.38,2.62,C,9.8,65.55,Medium,78,50.81
Kabir,Jones,STU01838,Female,19,Physics,85.85,50.23,94.59,74.25,63.01,2.82,B,22.3,70.52,Low,23,62.65
Simran,Patel,STU01839,Male,23,Physics,50.44,93.14,78.66,91.94,91.98,3.56,A,30.0,88.93,High,94,91.12
Omar,Jones,STU01840,Male,22,Commerce,59.36,49.08,54.76,68.06,91.77,2.64,C,31.3,65.92,Medium,78,45.34
Omar,Jones,STU01841,Male,21,Commerce,94.27,70.68,66.55,74.16,98.01,3.09,B,32.7,77.35,Low,45,64.98
Omar,Jones,STU01842,Male,20,CS,59.67,80.99,84.63,91.64,51.82,3.09,B,32.6,77.27,High,89,98.26
Emma,Patel,STU01843,Male,18,Mathematics,87.65,60.3,84.43,66.23,94.7,3.06,B,7.7,76.42,Medium,51,99.9
Arjun,Davis,STU01844,Female,18,Business,74.08,57.29,79.13,81.27,81,2.99,B,16.5,74.67,High,99,52.91
Pooja,Davis,STU01845,Male,24,Mathematics,60.51,83.16,62.23,64.59,69.15,2.79,C,33.1,69.78,Low,22,81.69
Ravi,Kumar,STU01846,Male,21,AI & ML,78.8,41.88,50.55,63.68,42.82,1.99,F,17.6,49.73,Medium,77,71.06
Omar,Patel,STU01847,Female,24,Business,84.24,43.6,93.86,80.79,53.56,2.72,C,24.1,67.95,High,91,70.23
Raj,Patel,STU01848,Female,21,Commerce,78.68,35.38,62.59,96.36,62.2,2.57,C,15.1,64.13,Medium,63,97.88
Imran,Kumar,STU01849,Female,20,Physics,82.5,67.5,43.64,67.78,60.22,2.39,D,32.4,59.79,High,95,87.92
Rakesh,Sharma,STU01850,Male,24,Commerce,82.7,88.5,84.72,52.76,87.18,3.13,B,25.5,78.29,High,84,84.39
Pooja,Brown,STU01851,Female,22,Physics,67.73,52.46,48.07,45.79,43.15,1.89,F,28.7,47.37,Medium,62,54.12
John,Jones,STU01852,Male,20,AI & ML,94.67,95.51,63.85,41.67,97.56,2.99,B,7.8,74.65,Low,21,51.05
Omar,Williams,STU01853,Male,21,Commerce,63.66,79.01,72.65,79.61,45.74,2.77,C,14.8,69.25,High,89,40.65
Emma,Patel,STU01854,Male,20,Physics,88.74,93.17,90.5,69.73,97.92,3.51,A,9.7,87.83,Medium,60,95.66
Ravi,Sharma,STU01855,Male,21,Mathematics,86,87.55,63.99,52.75,51.6,2.56,C,9.9,63.97,Low,25,98.28
Aman,Brown,STU01856,Female,18,Commerce,58.98,60.84,91.09,53.1,67.84,2.73,C,11.5,68.22,Medium,63,54.86
Pooja,Smith,STU01857,Female,18,AI & ML,92.08,77.68,67.55,67.06,92.92,3.05,B,25.6,76.3,High,98,89.38
Pooja,Davis,STU01858,Female,18,AI & ML,70.99,58.17,84.06,48.23,73,2.63,C,11.5,65.87,High,89,65.18
Sneha,Williams,STU01859,Female,18,Commerce,58.19,86.01,85.25,50.43,41.81,2.64,C,27.3,65.88,High,91,80.88
Simran,Brown,STU01860,Female,18,Mathematics,81.81,72.54,45.83,94.61,91.17,3.04,B,20.7,76.04,Medium,79,87.22
Divya,Patel,STU01861,Male,18,AI & ML,64.82,93.75,45.31,82.41,61.63,2.83,B,30.3,70.78,Medium,57,50.86
